Brand,Model,Year,Age,Transmission,Owner,FuelType,PostedDate
Maruti Suzuki,Eeco,2021,3,Automatic,second,Petrol,24-Nov
Hyundai,Verna,2020,4,Manual,first,Diesel,24-Nov
Toyota,Innova,2014,10,Manual,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R-1-0,2016,8,Automatic,first,Petrol,24-Oct
Audi,Q3,2015,9,Automatic,first,Diesel,24-Nov
Audi,Q7,2014,10,Automatic,second,Diesel,24-Nov
Kia,Sonet,2020,4,Automatic,first,Petrol,24-Nov
Jeep,Compass,2019,5,Automatic,second,Petrol,24-Nov
Toyota,Fortuner,2017,7,Automatic,first,Diesel,24-Nov
Volkswagen,Ameo,2018,6,Manual,second,Petrol,24-Jun
Mahindra,Scorpio-N,2023,1,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Baleno,2016,8,Manual,second,Petrol,24-Nov
Tata,Harrier,2019,5,Manual,first,Diesel,24-Oct
Chevrolet,Spark,2009,15,Automatic,second,Petrol,24-Nov
Audi,A6,2011,13,Automatic,second,Petrol,24-Nov
Mahindra,Bolero,2015,9,Manual,second,Diesel,24-Nov
Maruti Suzuki,Vitara-Brezza,2019,5,Manual,first,Diesel,24-Nov
Tata,Nano,2009,15,Manual,second,Petrol,24-Nov
Mercedes-Benz,M-Class,2015,9,Automatic,first,Diesel,24-Nov
Hyundai,Creta,2019,5,Manual,first,Petrol,24-Nov
Hyundai,Grand i10,2016,8,Manual,second,Diesel,24-Nov
Audi,Q7,2018,6,Automatic,second,Diesel,24-Nov
MG,Hector,2021,3,Manual,first,Diesel,24-Nov
Tata,Nexon,2022,2,Manual,first,Petrol,24-Sep
Maruti Suzuki,Alto-800,2023,1,Manual,first,Petrol,24-Nov
Toyota,Fortuner,2019,5,Manual,first,Diesel,24-Nov
Ford,Endeavour,2017,7,Automatic,second,Diesel,24-Nov
BMW,5 Series,2019,5,Automatic,second,Diesel,24-Nov
Audi,Q7,2014,10,Automatic,second,Diesel,24-Nov
Audi,A3,2015,9,Automatic,second,Diesel,24-Nov
Mahindra,XUV 300,2019,5,Manual,first,Diesel,24-Oct
Tata,Indigo Ecs,2014,10,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Baleno,2018,6,Manual,second,Petrol,24-Nov
Maruti Suzuki,Swift-Dzire,2018,6,Automatic,first,Petrol,24-Nov
BMW,X6,2015,9,Automatic,second,Petrol,24-Oct
Mercedes-Benz,E-Class,2014,10,Automatic,second,Diesel,24-Nov
Nissan,Terrano,2014,10,Manual,second,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2010,14,Manual,first,Diesel,24-Nov
Maruti Suzuki,Celerio,2014,10,Automatic,second,Petrol,24-Jul
MG,Hector Plus,2023,1,Automatic,first,Petrol,24-Nov
Honda,CRV,2015,9,Automatic,second,Petrol,24-Nov
Renault,Triber,2019,5,Manual,first,Petrol,24-Nov
Maruti Suzuki,Eeco,2013,11,Manual,second,Petrol,24-Nov
Maruti Suzuki,Ertiga,2015,9,Manual,first,Diesel,24-Nov
Honda,Brio,2015,9,Automatic,second,Petrol,24-Nov
BMW,3 Series,2011,13,Automatic,second,Diesel,24-Nov
Volkswagen,Polo,2019,5,Manual,first,Petrol,24-Nov
Hyundai,Venue,2021,3,Manual,first,Diesel,24-Nov
Toyota,Fortuner,2011,13,Manual,second,Diesel,24-Nov
Maruti Suzuki,Jimny,2024,0,Automatic,first,Petrol,24-Nov
Land Rover,Range Rover Velar,2020,4,Automatic,second,Petrol,24-Sep
Hyundai,Creta,2019,5,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Grand Vitara,2024,0,Manual,first,Petrol,24-Nov
Chevrolet,Trailblazer,2015,9,Automatic,second,Diesel,24-Oct
Mahindra,Quanto,2013,11,Manual,first,Diesel,24-Nov
Land Rover,Range Rover Sport,2022,2,Automatic,first,Petrol,24-Nov
Honda,Amaze,2013,11,Manual,first,Petrol,24-Nov
Hyundai,EON,2014,10,Manual,second,Petrol,24-Nov
Ford,Endeavour,2021,3,Automatic,first,Diesel,24-Oct
Maruti Suzuki,Brezza,2022,2,Automatic,first,Petrol,24-Nov
Mahindra,Scorpio,2015,9,Manual,second,Diesel,24-Nov
Hyundai,New i20,2023,1,Manual,first,Petrol,24-Oct
BMW,X3,2019,5,Automatic,second,Diesel,24-Nov
Tata,Sumo Victa,2011,13,Automatic,second,Diesel,24-Nov
Mercedes-Benz,C-Class,2020,4,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Alto K10,2017,7,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Baleno,2018,6,Manual,second,Petrol,24-Nov
Jaguar,XJ,2015,9,Automatic,second,Petrol,24-Nov
Honda,WRV,2017,7,Manual,first,Diesel,24-Nov
Kia,Seltos,2022,2,Automatic,first,Diesel,24-Nov
Mahindra,Thar,2021,3,Automatic,first,Diesel,24-Nov
Volkswagen,Polo,2010,14,Manual,first,Petrol,24-Nov
Hyundai,Creta,2020,4,Automatic,second,Petrol,24-Nov
Hyundai,Eon,2013,11,Manual,second,Petrol,24-Nov
Maruti Suzuki,Vitara-Brezza,2020,4,Manual,first,Diesel,24-Nov
Audi,A6,2013,11,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Swift,2014,10,Manual,second,Diesel,24-Nov
Hyundai,Alcazar,2022,2,Automatic,first,Diesel,24-Nov
Ford,Figo Aspire,2017,7,Manual,second,Petrol,24-Nov
Mahindra,XUV500,2015,9,Manual,first,Diesel,24-Nov
BMW,X7,2023,1,Automatic,first,Diesel,24-Nov
Mini,Cooper Countryman,2015,9,Automatic,second,Petrol,24-Nov
Mahindra,XUV500,2015,9,Manual,first,Diesel,24-Nov
Maruti Suzuki,Alto-800,2016,8,Manual,first,Petrol,24-Nov
Volvo,XC60,2018,6,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Vitara-Brezza,2017,7,Manual,first,Diesel,24-Nov
MG,Gloster,2022,2,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Alto-K10,2017,7,Automatic,first,Petrol,24-Nov
Honda,City,2017,7,Manual,first,Diesel,24-Nov
Toyota,Innova Crysta,2020,4,Automatic,first,Diesel,24-Nov
Hyundai,Elite i20,2019,5,Automatic,first,Petrol,24-Nov
Skoda,Superb,2015,9,Automatic,first,Diesel,24-Nov
Mercedes-Benz,AMG GLE Coupe,2021,3,Automatic,second,Petrol,24-Nov
Hyundai,Santro Xing,2006,18,Manual,second,Petrol,24-Nov
Hyundai,Verna,2017,7,Manual,first,Diesel,24-Nov
Mahindra,Bolero,2012,12,Manual,second,Diesel,24-Oct
Maruti Suzuki,Swift,2019,5,Manual,first,Petrol,24-Nov
Skoda,Octavia,2016,8,Automatic,first,Diesel,24-Nov
Audi,A6,2017,7,Automatic,first,Petrol,24-Nov
Fiat,Punto,2012,12,Manual,second,Diesel,24-Nov
Tata,Indica Vista,2012,12,Manual,first,Diesel,24-Nov
Honda,Amaze,2013,11,Manual,first,Petrol,24-Nov
Maruti Suzuki,Swift,2014,10,Manual,second,Diesel,24-Nov
Maruti Suzuki,Swift,2019,5,Automatic,second,Petrol,24-Nov
Volkswagen,VentoTest,2012,12,Automatic,second,Petrol,24-Oct
Hyundai,i20 N Line,2023,1,Automatic,first,Petrol,24-Nov
MG,ASTOR,2022,2,Automatic,first,Petrol,24-Nov
BMW,3 Series GT,2015,9,Automatic,second,Diesel,24-Nov
BMW,3 Series GT,2017,7,Automatic,second,Diesel,24-Oct
Toyota,Fortuner,2016,8,Manual,first,Diesel,24-Oct
Maruti Suzuki,Swift-Dzire,2020,4,Automatic,first,Petrol,24-Nov
Skoda,Superb,2015,9,Manual,second,Petrol,24-Nov
Maruti Suzuki,Vitara-Brezza,2017,7,Manual,first,Diesel,24-Nov
Maruti Suzuki,Swift,2021,3,Manual,second,Petrol,24-Nov
Volvo,S60 Cross Country,2018,6,Automatic,first,Diesel,24-Nov
Mahindra,Jeep,1996,28,Manual,second,Diesel,24-Nov
Maruti Suzuki,Baleno,2020,4,Manual,first,Petrol,24-Nov
Hyundai,i10,2010,14,Manual,second,Petrol,24-Nov
BMW,5 Series,2013,11,Automatic,second,Diesel,24-Nov
BMW,5 Series,2015,9,Automatic,second,Diesel,24-Nov
Mahindra,Marazzo,2018,6,Manual,second,Diesel,24-Nov
MG,Hector,2019,5,Automatic,first,Petrol,24-Nov
Ford,Endeavour,2021,3,Automatic,second,Diesel,24-Nov
Toyota,Fortuner,2014,10,Automatic,second,Diesel,24-Nov
Mahindra,Scorpio,2010,14,Manual,second,Diesel,24-Nov
Maruti Suzuki,Ertiga,2013,11,Manual,second,Petrol,24-Nov
Mercedes-Benz,E-Class,2012,12,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Vitara-Brezza,2018,6,Automatic,first,Diesel,24-Sep
Tata,Nexon,2021,3,Automatic,first,Petrol,24-Nov
Hyundai,i10,2010,14,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Swift,2017,7,Manual,first,Diesel,24-Nov
Mercedes-Benz,E-Class,2018,6,Automatic,second,Diesel,24-Oct
Chevrolet,Cruze,2012,12,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Baleno,2022,2,Manual,first,Petrol,24-Nov
Volvo,XC 90,2016,8,Automatic,first,Diesel,24-Nov
Toyota,Glanza,2022,2,Manual,first,Petrol,24-Nov
Tata,Xenon XT,2017,7,Manual,second,Diesel,24-Nov
Maruti Suzuki,Celerio,2018,6,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Ciaz,2014,10,Manual,second,Petrol,24-Nov
Ford,Ecosport,2014,10,Manual,first,Diesel,24-Nov
Maruti Suzuki,Swift,2020,4,Automatic,first,Petrol,24-Nov
Toyota,Fortuner,2016,8,Manual,second,Diesel,24-Nov
Porsche,718,2018,6,Automatic,second,Petrol,24-Nov
BMW,5 Series,2011,13,Automatic,second,Diesel,24-Nov
BMW,5 Series,2018,6,Automatic,second,Diesel,24-Nov
Renault,KWID,2018,6,Manual,first,Petrol,24-Nov
Tata,Nano,2013,11,Manual,first,Petrol,24-Jun
Ford,Ecosport,2015,9,Manual,first,Petrol,24-Nov
Maruti Suzuki,Celerio,2015,9,Automatic,second,Petrol,24-Nov
Toyota,Innova,2014,10,Manual,first,Diesel,24-Nov
BMW,3 Series GT,2016,8,Automatic,second,Diesel,24-Nov
Mitsubishi,Lancer,1999,25,Manual,second,Diesel,24-Oct
Audi,A3,2015,9,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Alto,2011,13,Manual,second,Petrol,24-Nov
Toyota,Fortuner,2019,5,Automatic,first,Diesel,24-Sep
Hyundai,Verna,2014,10,Manual,second,Diesel,24-Nov
Mercedes-Benz,GL-Class,2014,10,Automatic,second,Diesel,24-Nov
Hyundai,Grand i10 Nios,2020,4,Manual,first,Petrol,24-Nov
Mercedes-Benz,E-Class,2012,12,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Swift,2018,6,Manual,second,Petrol,24-Jan
Maruti Suzuki,S-Presso,2021,3,Automatic,first,Petrol,24-Nov
Mercedes-Benz,GLA,2016,8,Automatic,second,Diesel,24-May
Skoda,Slavia,2024,0,Automatic,first,Petrol,24-Nov
BMW,X1,2012,12,Automatic,second,Petrol,24-Nov
Toyota,Land Cruiser Prado,2014,10,Automatic,second,Diesel,24-Nov
MG,Hector,2020,4,Automatic,first,Petrol,24-Sep
Toyota,Fortuner,2012,12,Automatic,second,Diesel,24-Nov
BMW,X1,2017,7,Automatic,first,Diesel,24-Nov
BMW,3 Series,2011,13,Automatic,second,Diesel,24-Nov
Hyundai,i10,2013,11,Manual,second,Petrol,24-Oct
BMW,5 Series,2011,13,Automatic,second,Diesel,24-Oct
Maruti Suzuki,Swift,2011,13,Manual,second,Petrol,24-Nov
Skoda,Laura,2011,13,Manual,second,Petrol,24-Nov
Hyundai,Verna,2012,12,Manual,second,Petrol,24-Nov
Jeep,Compass,2017,7,Manual,first,Diesel,24-Nov
Hyundai,Aura,2020,4,Manual,first,Petrol,24-Nov
Renault,KWID,2017,7,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Alto-800,2021,3,Manual,first,Petrol,24-Nov
Maruti Suzuki,Swift-Dzire,2019,5,Manual,second,Diesel,24-Nov
Tata,Bolt,2017,7,Automatic,second,Petrol,24-Nov
BMW,3 Series GT,2015,9,Automatic,second,Diesel,24-Oct
Honda,City,2018,6,Manual,second,Petrol,24-Nov
Ford,Figo,2014,10,Manual,second,Diesel,24-Nov
Honda,City,2011,13,Automatic,first,Petrol,24-Nov
Hyundai,Grand i10,2017,7,Automatic,second,Petrol,24-Nov
Toyota,Etios,2015,9,Manual,second,Diesel,24-Nov
Hyundai,i20,2024,0,Manual,first,Petrol,24-Nov
Toyota,Innova,2012,12,Manual,second,Diesel,24-Nov
Honda,City,2018,6,Automatic,second,Petrol,24-Nov
Honda,WRV,2017,7,Manual,first,Diesel,24-Nov
Jeep,Compass,2017,7,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Alto-K10,2012,12,Manual,second,Petrol,24-Nov
Toyota,Etios,2018,6,Manual,second,Diesel,24-Nov
Hyundai,i10,2013,11,Manual,first,Petrol,24-Nov
Volkswagen,Polo,2018,6,Manual,first,Petrol,24-Nov
Hyundai,Elantra,2016,8,Automatic,first,Petrol,24-Nov
Jaguar,XJ,2015,9,Automatic,second,Petrol,24-Nov
Tata,Nexon,2019,5,Automatic,second,Petrol,24-Nov
Hyundai,Grand i10,2017,7,Manual,second,Diesel,24-Nov
Maruti Suzuki,Ciaz,2015,9,Manual,first,Diesel,24-Nov
Skoda,Superb,2018,6,Automatic,first,Diesel,24-Aug
Maruti Suzuki,Swift,2019,5,Manual,first,Petrol,24-Nov
Volkswagen,Jetta,2014,10,Automatic,first,Diesel,24-Nov
Toyota,Innova Crysta,2018,6,Automatic,first,Diesel,24-Nov
Audi,A4,2020,4,Automatic,first,Petrol,24-Nov
Toyota,Innova Crysta,2021,3,Automatic,first,Diesel,24-Sep
Honda,City ZX,2020,4,Automatic,second,Petrol,24-Nov
Kia,Seltos,2020,4,Automatic,first,Petrol,24-Nov
Mahindra,XUV 300,2022,2,Manual,first,Diesel,24-Nov
Mercedes-Benz,M-Class,2012,12,Automatic,second,Diesel,24-Nov
Maruti Suzuki,800,2006,18,Manual,second,Petrol,24-Oct
Mahindra,Scorpio,2018,6,Manual,first,Diesel,24-Nov
Hyundai,i20,2015,9,Manual,second,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2010,14,Manual,first,Diesel,24-Nov
Hyundai,Venue,2019,5,Manual,second,Petrol,24-Nov
Nissan,Terrano,2015,9,Manual,first,Diesel,24-Nov
Maruti Suzuki,Swift,2014,10,Manual,second,Petrol,24-Nov
Ford,Figo,2010,14,Manual,second,Petrol,24-Nov
Renault,KWID,2016,8,Automatic,second,Petrol,24-Nov
Toyota,Fortuner,2018,6,Automatic,first,Diesel,24-Nov
Tata,Safari,2022,2,Manual,first,Diesel,24-Nov
Hyundai,i10,2010,14,Manual,second,Petrol,24-Nov
Volkswagen,Ameo,2018,6,Manual,first,Petrol,24-Nov
Toyota,Fortuner,2015,9,Automatic,second,Diesel,24-Nov
Renault,Duster,2018,6,Automatic,second,Diesel,24-Nov
Tata,Indigo Ecs,2014,10,Manual,second,Diesel,24-Nov
Tata,Zest,2018,6,Manual,second,Diesel,24-Oct
Skoda,Superb,2017,7,Automatic,second,Diesel,24-Nov
Toyota,Etios Liva,2015,9,Manual,first,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2015,9,Manual,second,Petrol,24-Oct
Volkswagen,Taigun,2022,2,Automatic,second,Petrol,24-Nov
Honda,City,2015,9,Automatic,first,Petrol,24-Nov
Ford,Endeavour,2018,6,Automatic,second,Diesel,24-Nov
Skoda,Octavia,2016,8,Automatic,second,Petrol,24-Nov
Kia,Sonet,2021,3,Automatic,second,Petrol,24-Nov
Audi,A3,2015,9,Automatic,second,Diesel,24-Nov
Tata,Nano,2015,9,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2009,15,Manual,second,Petrol,24-Nov
Toyota,Innova Crysta,2019,5,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Wagon-R-1-0,2016,8,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Swift-Dzire,2010,14,Manual,second,Diesel,24-Nov
Maruti Suzuki,Swift,2018,6,Automatic,second,Diesel,24-Nov
Ford,Ecosport,2018,6,Manual,first,Diesel,24-Nov
Skoda,Kodiaq,2018,6,Automatic,second,Diesel,24-Nov
Audi,A6,2021,3,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Ciaz,2014,10,Manual,second,Diesel,24-Nov
Mahindra,XUV500,2014,10,Manual,second,Diesel,24-Nov
Maruti Suzuki,Celerio,2016,8,Automatic,first,Petrol,24-Nov
Hyundai,Grand i10 Nios,2021,3,Manual,first,Petrol,24-Oct
MG,Hector,2021,3,Automatic,second,Petrol,24-Nov
Hyundai,i20,2023,1,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Swift,2017,7,Manual,second,Petrol,24-Nov
Maruti Suzuki,Alto-K10,2011,13,Manual,second,Petrol,24-Nov
Porsche,718,2018,6,Automatic,second,Petrol,24-Nov
Ford,Ecosport,2017,7,Manual,first,Diesel,24-Nov
Maruti Suzuki,Eeco,2022,2,Manual,second,Petrol,24-Oct
Mini,Cooper Convertible,2019,5,Automatic,first,Petrol,24-Nov
Mahindra,Bolero,2010,14,Manual,second,Diesel,24-Nov
Skoda,Slavia,2022,2,Manual,first,Petrol,24-Nov
Mahindra,Scorpio,2020,4,Manual,first,Diesel,24-Oct
Toyota,Innova,2013,11,Manual,second,Diesel,24-Nov
Maruti Suzuki,Baleno,2019,5,Automatic,first,Petrol,24-Nov
Mercedes-Benz,C-Class,2018,6,Automatic,second,Diesel,24-Nov
Skoda,Superb,2014,10,Automatic,second,Petrol,24-Nov
Hyundai,New i20,2015,9,Manual,second,Petrol,24-Nov
Land Rover,Discovery Sport,2016,8,Automatic,second,Diesel,24-Nov
Mahindra,XUV500,2017,7,Manual,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2021,3,Manual,first,Petrol,24-Nov
Mercedes-Benz,GLA,2024,0,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Swift,2020,4,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Wagon R,2011,13,Manual,first,Petrol,24-Jun
Toyota,Fortuner,2022,2,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Swift,2018,6,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Swift,2017,7,Manual,first,Petrol,24-Nov
Toyota,Fortuner,2019,5,Automatic,first,Diesel,24-Nov
Honda,Amaze,2017,7,Manual,first,Petrol,24-Nov
Tata,Safari,2021,3,Automatic,first,Diesel,24-Nov
Maruti Suzuki,S-Cross,2017,7,Manual,first,Diesel,24-Nov
Maruti Suzuki,Ertiga,2016,8,Manual,first,Petrol,24-Oct
Maruti Suzuki,Baleno,2018,6,Automatic,second,Petrol,24-Sep
Tata,Nexon,2019,5,Manual,second,Petrol,24-Nov
Toyota,Fortuner,2017,7,Automatic,first,Diesel,24-Nov
Maruti Suzuki,800,2005,19,Manual,second,Petrol,24-Nov
Renault,Duster,2016,8,Automatic,second,Diesel,24-Nov
Hyundai,Creta,2019,5,Manual,second,Diesel,24-Oct
Chevrolet,Beat,2010,14,Manual,second,Petrol,24-Nov
BMW,X3,2019,5,Automatic,first,Diesel,24-Nov
Mahindra,XUV500,2014,10,Manual,second,Diesel,24-Nov
Hyundai,Verna,2017,7,Automatic,first,Diesel,24-Nov
BMW,3 Series GT,2015,9,Automatic,second,Diesel,24-Nov
Mahindra,XUV500,2013,11,Manual,first,Diesel,24-Nov
Nissan,Magnite,2023,1,Manual,first,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2018,6,Manual,first,Petrol,24-Nov
Mahindra,Thar,2020,4,Automatic,first,Petrol,24-Nov
Tata,Altroz,2021,3,Manual,first,Petrol,24-Oct
Maruti Suzuki,Baleno,2023,1,Automatic,first,Petrol,24-Nov
Mercedes-Benz,CLA,2017,7,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Ertiga,2017,7,Manual,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2013,11,Manual,first,Petrol,24-Oct
BMW,X1,2019,5,Automatic,first,Diesel,24-Nov
Renault,Duster,2016,8,Automatic,first,Diesel,24-Nov
Jeep,Compass,2018,6,Automatic,first,Petrol,24-Nov
Mercedes-Benz,GL-Class,2013,11,Automatic,second,Diesel,24-Nov
Renault,KWID,2017,7,Automatic,second,Petrol,24-Nov
Tata,Harrier,2022,2,Automatic,first,Diesel,24-Nov
Hyundai,Creta,2018,6,Automatic,first,Diesel,24-Nov
Hyundai,i10,2012,12,Automatic,second,Petrol,24-Nov
Hyundai,Xcent,2015,9,Manual,second,Diesel,24-Nov
Nissan,Terrano,2014,10,Manual,first,Diesel,24-Nov
BMW,X3,2016,8,Automatic,first,Diesel,24-Nov
Hyundai,i10,2017,7,Manual,second,Diesel,24-Nov
Ford,Ecosport,2015,9,Manual,second,Diesel,24-Oct
Hyundai,Grand i10,2016,8,Manual,second,Diesel,24-Aug
Maruti Suzuki,A-Star,2013,11,Automatic,second,Petrol,24-Nov
Kia,Seltos,2020,4,Automatic,first,Diesel,24-Nov
Toyota,VELLFIRE,2021,3,Automatic,first,Petrol,24-Nov
Honda,City,2017,7,Automatic,second,Petrol,24-Nov
Nissan,Micra,2017,7,Automatic,second,Petrol,24-Nov
Renault,KWID,2017,7,Automatic,first,Petrol,24-Nov
Honda,City,2015,9,Manual,first,Diesel,24-Oct
Tata,Tiago,2020,4,Manual,first,Petrol,24-Nov
Maruti Suzuki,Celerio,2016,8,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Baleno,2018,6,Manual,first,Petrol,24-Nov
Maruti Suzuki,Baleno,2017,7,Manual,first,Petrol,24-Nov
Volkswagen,Polo,2018,6,Automatic,second,Petrol,24-Sep
Maruti Suzuki,Wagon-R,2015,9,Manual,first,Petrol,24-Oct
Toyota,Fortuner,2018,6,Automatic,first,Diesel,24-Nov
Mercedes-Benz,S-Class,2014,10,Automatic,second,Diesel,24-Nov
Tata,Tiago,2017,7,Manual,second,Petrol,24-Nov
Hyundai,Creta,2021,3,Manual,second,Diesel,24-Nov
Honda,City,2009,15,Manual,second,Petrol,24-Nov
Toyota,Innova,2010,14,Manual,second,Diesel,24-Nov
Maruti Suzuki,Alto-K10,2013,11,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Ritz,2012,12,Manual,second,Petrol,24-Oct
Honda,Amaze,2019,5,Manual,first,Petrol,24-Nov
Maruti Suzuki,Zen Estilo,2013,11,Manual,first,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2019,5,Automatic,first,Petrol,24-Nov
Hyundai,Verna,2020,4,Automatic,second,Petrol,24-Nov
Hyundai,Santro Xing,2011,13,Manual,first,Petrol,24-Nov
Maruti Suzuki,Swift-Dzire,2019,5,Manual,first,Petrol,24-Nov
Maruti Suzuki,Omni,2011,13,Manual,second,Petrol,24-Nov
Honda,Brio,2012,12,Manual,first,Petrol,24-Nov
Mini,Cooper Clubman,2017,7,Automatic,second,Petrol,24-Nov
Audi,Q3,2016,8,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Ertiga,2023,1,Manual,first,Petrol,24-Oct
Skoda,Kushaq,2022,2,Automatic,first,Petrol,24-Nov
Maruti Suzuki,S-Cross,2018,6,Manual,first,Diesel,24-Oct
Maruti Suzuki,Baleno,2024,0,Manual,first,Petrol,24-Nov
Volkswagen,Beetle,2010,14,Automatic,second,Petrol,24-Nov
Ford,Endeavour,2017,7,Automatic,second,Diesel,24-Nov
Kia,Seltos,2020,4,Manual,first,Petrol,24-Nov
Maruti Suzuki,Alto,2006,18,Manual,first,Petrol,24-Nov
Mahindra,Thar,2015,9,Manual,second,Diesel,24-Nov
BMW,3 Series GT,2015,9,Automatic,second,Diesel,24-Nov
Toyota,Fortuner,2013,11,Automatic,second,Diesel,24-Nov
Mercedes-Benz,GLC,2020,4,Automatic,first,Diesel,24-Nov
Volkswagen,Polo,2020,4,Manual,first,Petrol,24-Oct
Mercedes-Benz,E-Class,2015,9,Automatic,second,Diesel,24-Nov
Tata,Nexon,2022,2,Automatic,first,Petrol,24-Nov
Hyundai,Grand i10,2017,7,Manual,second,Petrol,24-Nov
Tata,Nexon,2018,6,Manual,second,Petrol,24-Nov
Mercedes-Benz,E-Class,2011,13,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2011,13,Manual,first,Petrol,24-Nov
BMW,3 Series Gran Limousine,2015,9,Automatic,second,Diesel,24-Nov
Honda,City,2015,9,Automatic,second,Petrol,24-Nov
Kia,Seltos,2021,3,Manual,first,Petrol,24-Nov
Renault,KWID,2017,7,Manual,second,Petrol,24-Nov
Toyota,Fortuner,2013,11,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Eeco,2014,10,Manual,second,Petrol,24-Nov
Honda,City,2014,10,Manual,first,Petrol,24-Nov
Mercedes-Benz,GLE Class,2017,7,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Vitara-Brezza,2017,7,Manual,first,Diesel,24-Nov
Mercedes-Benz,GL-Class,2013,11,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2016,8,Manual,second,Petrol,24-Nov
BMW,6 Series,2019,5,Automatic,first,Petrol,24-Nov
Hyundai,Verna,2019,5,Manual,first,Diesel,24-Nov
Mercedes-Benz,E-Class,2010,14,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Swift,2019,5,Automatic,second,Petrol,24-Nov
BMW,X1,2021,3,Automatic,first,Diesel,24-Oct
Tata,Hexa,2017,7,Automatic,second,Diesel,24-Nov
Toyota,Fortuner,2018,6,Manual,second,Diesel,24-Nov
Mercedes-Benz,A-Class Limousine,2023,1,Automatic,first,Diesel,24-Oct
Maruti Suzuki,Brezza,2018,6,Manual,second,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2012,12,Manual,second,Diesel,24-Nov
Audi,A6,2015,9,Automatic,second,Diesel,24-Nov
Mahindra,XUV700,2022,2,Automatic,first,Petrol,24-Nov
Toyota,Fortuner,2013,11,Automatic,first,Diesel,24-Nov
Mahindra,XUV500,2018,6,Automatic,second,Diesel,24-Nov
Hyundai,Creta,2021,3,Manual,second,Diesel,24-Nov
Volkswagen,Vento,2015,9,Automatic,first,Petrol,24-Nov
Toyota,Etios Cross,2015,9,Manual,first,Petrol,24-Nov
Tata,Safari,2021,3,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Swift,2006,18,Manual,second,Petrol,24-Nov
Honda,Amaze,2014,10,Automatic,first,Petrol,24-Nov
Jaguar,XE,2018,6,Automatic,first,Diesel,24-Nov
Hyundai,Santro,2009,15,Manual,second,Petrol,24-Nov
MG,ASTOR,2024,0,Automatic,first,Petrol,24-Nov
Nissan,Sunny,2012,12,Manual,second,Diesel,24-Nov
Hyundai,Grand i10,2017,7,Automatic,second,Petrol,24-Oct
Maruti Suzuki,Ertiga,2015,9,Manual,second,Petrol,24-Nov
Mercedes-Benz,GLS,2020,4,Automatic,second,Diesel,24-Nov
Kia,Seltos,2019,5,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Swift,2017,7,Manual,first,Petrol,24-Nov
Maruti Suzuki,Baleno,2017,7,Manual,first,Petrol,24-Nov
Mahindra,Bolero Neo,2022,2,Manual,first,Diesel,24-Nov
Audi,A4,2011,13,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Wagon R,2020,4,Manual,second,Petrol,24-Aug
Chevrolet,Beat,2017,7,Manual,second,Petrol,24-Nov
